編號,客家語,客語標音,客語音檔,華語詞義,例句,例句音檔,翻譯,備註,詞性1,詞性2,分類
2-3,發夢,bodˋ mung,https://wiki.hakka.gov.tw/file/107/1/si/w/si-02-003.mp3,做夢,昨暗晡發夢拉尿，還見笑,https://wiki.hakka.gov.tw/file/107/1/si/s/si-02-003s.mp3,昨天晚上做夢尿床，很丟臉。,,動詞,,2心理活動與感覺
2-4,插,cabˋ,https://wiki.hakka.gov.tw/file/107/1/si/w/si-02-004.mp3,插；理會,"盎仔插等一蕊花
動啊着就譴，莫插佢！",https://wiki.hakka.gov.tw/file/107/1/si/s/si-02-004s.mp3,"瓶子插著一朵花。
動不動就生氣，不要理他！",,動詞,,2心理活動與感覺
2-5,試着【測着】,cii doˋ【zedˋ doˋ】,https://wiki.hakka.gov.tw/file/107/1/si/w/si-02-005.mp3,認為、覺得,𠊎試着（測着）這麵包當（蓋）好食。,https://wiki.hakka.gov.tw/file/107/1/si/s/si-02-005s.mp3,我覺得這個麵包很好吃。,,動詞,,2心理活動與感覺
2-6,著驚,cog giangˊ,https://wiki.hakka.gov.tw/file/107/1/si/w/si-02-006.mp3,受驚嚇,佢喊恁大聲，害𠊎著驚。,https://wiki.hakka.gov.tw/file/107/1/si/s/si-02-006s.mp3,他喊那麼大聲，害我受驚。,,動詞,,2心理活動與感覺
2-7,知,diˊ,https://wiki.hakka.gov.tw/file/107/1/si/w/si-02-007.mp3,知道,下禮拜愛考試，你知無？,https://wiki.hakka.gov.tw/file/107/1/si/s/si-02-007s.mp3,下星期要考試，你知道嗎？,,動詞,,2心理活動與感覺
2-8,發譴,fadˋ kienˋ【fadˋ kenˋ】,https://wiki.hakka.gov.tw/file/107/1/si/w/si-02-008.mp3,發怒,佢自家走出去尞歸日仔，阿姆發譴吔！,https://wiki.hakka.gov.tw/file/107/1/si/s/si-02-008s.mp3,他自己出去玩一天，媽媽生氣了！,,動詞,,2心理活動與感覺
2-9,歡喜,fonˊ hiˋ,https://wiki.hakka.gov.tw/file/107/1/si/w/si-02-009.mp3,歡喜,買隻（一個）等路（妄想）送佢，分佢歡喜一下。,https://wiki.hakka.gov.tw/file/107/1/si/s/si-02-009s.mp3,買個伴手禮送他，讓他高興一下。,,名詞,,2心理活動與感覺
2-10,放心,fong  ximˊ,https://wiki.hakka.gov.tw/file/107/1/si/w/si-02-010.mp3,放心,心肝肚毋放心,https://wiki.hakka.gov.tw/file/107/1/si/s/si-02-010s.mp3,心裡不放心,,形容詞,,2心理活動與感覺
2-11,敢,gamˋ,https://wiki.hakka.gov.tw/file/107/1/si/w/si-02-011.mp3,敢；有膽量、不畏懼,"暗晡頭自家去便所，敢抑毋敢？
厥該張嘴當（蓋）敢講。",https://wiki.hakka.gov.tw/file/107/1/si/s/si-02-011s.mp3,"晚上自己去廁所，敢不敢？
他那張嘴很敢講。",,動詞,形容詞,2心理活動與感覺
2-12,感覺,gamˋ gogˋ,https://wiki.hakka.gov.tw/file/107/1/si/w/si-02-012.mp3,感覺,"你講佢怪怪？𠊎斯感覺毋出。
轉寒吔！你無感覺係無？",https://wiki.hakka.gov.tw/file/107/1/si/s/si-02-012s.mp3,"你說他怪怪的？我可感覺不出來。
變冷了！你不覺得嗎？",,動詞,,2心理活動與感覺
2-13,記得,gi dedˋ,https://wiki.hakka.gov.tw/file/107/1/si/w/si-02-013.mp3,記得,恁久無來，你還記得路無？,https://wiki.hakka.gov.tw/file/107/1/si/s/si-02-013s.mp3,這麼久沒來，你還記得路嗎？,,動詞,,2心理活動與感覺
2-14,紀念,gi  ngiam,https://wiki.hakka.gov.tw/file/107/1/si/w/si-02-014.mp3,紀念,這東西當（盡）有紀念價值。,https://wiki.hakka.gov.tw/file/107/1/si/s/si-02-014s.mp3,這東西很有紀念價值。,,動詞,,2心理活動與感覺
2-15,驚,giangˊ,https://wiki.hakka.gov.tw/file/107/1/si/w/si-02-015.mp3,害怕,佢盡驚蛇哥。,https://wiki.hakka.gov.tw/file/107/1/si/s/si-02-015s.mp3,他很怕蛇。,,動詞,,2心理活動與感覺
2-16,見笑,gien seu【gian seu】,https://wiki.hakka.gov.tw/file/107/1/si/w/si-02-016.mp3,不好意思；慚愧,"佢一哪仔借錢，試着當（盡）見笑。
分先生罵還緊笑（㖸），毋知見笑。",https://wiki.hakka.gov.tw/file/107/1/si/s/si-02-016s.mp3,"他到處借錢，覺得很不好意思。
被老師罵還一直笑，不知羞恥。",,動詞,,2心理活動與感覺
2-17,緊張,ginˋ  zongˊ　,https://wiki.hakka.gov.tw/file/107/1/si/w/si-02-017.mp3,緊張,"毋使恁緊張
緊張到舌嫲打結",https://wiki.hakka.gov.tw/file/107/1/si/s/si-02-017s.mp3,"不用那麼緊張
緊張到舌頭打結",,副詞,,2心理活動與感覺
2-18,好,hau,https://wiki.hakka.gov.tw/file/107/1/si/w/si-02-018.mp3,喜好、喜歡,阿公盡好食腹內。,https://wiki.hakka.gov.tw/file/107/1/si/s/si-02-018s.mp3,祖父最喜歡吃內臟。,,動詞,,2心理活動與感覺
2-19,恨,hen,https://wiki.hakka.gov.tw/file/107/1/si/w/si-02-019.mp3,恨,這種無責無任个人，你恨佢乜無用！,https://wiki.hakka.gov.tw/file/107/1/si/s/si-02-019s.mp3,這種毫無責任感的人，你恨他也沒用！,,動詞,,2心理活動與感覺
2-20,幸福,hen fugˋ,https://wiki.hakka.gov.tw/file/107/1/si/w/si-02-020.mp3,幸福,佢過着盡幸福个日仔。,https://wiki.hakka.gov.tw/file/107/1/si/s/si-02-020s.mp3,他過著很幸福的日子。,,形容詞,,2心理活動與感覺
2-21,肯,henˋ,https://wiki.hakka.gov.tw/file/107/1/si/w/si-02-021.mp3,肯、願意,這擺旅行，若姆肯分你去無？,https://wiki.hakka.gov.tw/file/107/1/si/s/si-02-021s.mp3,這次旅行，你媽肯讓你去嗎？,,動詞,,2心理活動與感覺
2-22,希望,hiˊ mong,https://wiki.hakka.gov.tw/file/107/1/si/w/si-02-022.mp3,希望,"新年新希望
希望你尋着好頭路",https://wiki.hakka.gov.tw/file/107/1/si/s/si-02-022s.mp3,"新年新希望
希望你找到好工作。",,動詞,,2心理活動與感覺
2-23,興趣,him  qi,https://wiki.hakka.gov.tw/file/107/1/si/w/si-02-023.mp3,興趣,佢對數學當（蓋）有興趣。,https://wiki.hakka.gov.tw/file/107/1/si/s/si-02-023s.mp3,他對數學很有興趣。,,名詞,,2心理活動與感覺
2-24,精神,jinˊ  siinˇ　,https://wiki.hakka.gov.tw/file/107/1/si/w/si-02-024.mp3,精神,"看起來異（蓋）有精神。
歸暗晡仔（歸暗仔）無睡，佢精神異（蓋）毋好。",https://wiki.hakka.gov.tw/file/107/1/si/s/si-02-024s.mp3,"看起來很有精神。
整晚沒睡，他精神很不好。",,形容詞,名詞,2心理活動與感覺
2-25,輕鬆,kiangˊ  sungˊ　,https://wiki.hakka.gov.tw/file/107/1/si/w/si-02-025.mp3,輕鬆,厥頭路當（蓋）輕鬆。,https://wiki.hakka.gov.tw/file/107/1/si/s/si-02-025s.mp3,他的工作很輕鬆。,,形容詞,,2心理活動與感覺
2-26,譴,kienˋ【kenˋ】,https://wiki.hakka.gov.tw/file/107/1/si/w/si-02-026.mp3,生氣,"老弟毋聽話，阿姆當（蓋）譴。
佢面臭臭仔，毋知在譴麼个？",https://wiki.hakka.gov.tw/file/107/1/si/s/si-02-026s.mp3,"弟弟不聽話，媽媽很生氣。
他臉色不好，不知道在生氣什麼？",,形容詞,動詞,2心理活動與感覺
2-27,確定,kogˋ tin,https://wiki.hakka.gov.tw/file/107/1/si/w/si-02-027.mp3,明確而肯定,你愛先確定正同𠊎講。,https://wiki.hakka.gov.tw/file/107/1/si/s/si-02-027s.mp3,你要先確定再跟我說。,,動詞,,2心理活動與感覺
2-28,苦,kuˋ,https://wiki.hakka.gov.tw/file/107/1/si/w/si-02-028.mp3,窮苦,厥日仔過到當（蓋）苦。,https://wiki.hakka.gov.tw/file/107/1/si/s/si-02-028s.mp3,他的日子過得很苦。,,形容詞,,2心理活動與感覺
2-29,快樂,kuai log,https://wiki.hakka.gov.tw/file/107/1/si/w/si-02-029.mp3,快樂,"快樂過日仔。
逐日（每日）就當（蓋）快樂。",https://wiki.hakka.gov.tw/file/107/1/si/s/si-02-029s.mp3,"快樂過日子。
每天都很快樂。",,形容詞,,2心理活動與感覺
2-30,理想,liˊ  xiongˋ,https://wiki.hakka.gov.tw/file/107/1/si/w/si-02-030.mp3,理想,"佢有當（蓋）高个人生理想。
佢這擺个成績毋理想。",https://wiki.hakka.gov.tw/file/107/1/si/s/si-02-030s.mp3,"他有很遠大的人生理想。
他這次的成績不理想。",,名詞,形容詞,2心理活動與感覺
2-31,毋記得（添放忒）【添放核】,mˇ gi dedˋ (tiamˊ biong tedˋ)【tiamˊ biong hedˋ】,https://wiki.hakka.gov.tw/file/107/1/si/w/si-02-031.mp3,不記得、忘記,壞蹄哩（吔）！吾錢毋記得帶着（添放核帶）吔！,https://wiki.hakka.gov.tw/file/107/1/si/s/si-02-031s.mp3,糟了！我的錢忘記帶了！,,動詞,,2心理活動與感覺
2-32,毋肯,mˇ henˋ,https://wiki.hakka.gov.tw/file/107/1/si/w/si-02-032.mp3,不肯,阿婆毋肯𠊎緊食糖仔，驚牙齒會蛀忒（蛀核）。,https://wiki.hakka.gov.tw/file/107/1/si/s/si-02-032s.mp3,祖母不肯讓我一直吃糖果，怕會蛀牙。,,動詞,,2心理活動與感覺
2-33,毋怕,mˇ  pa,https://wiki.hakka.gov.tw/file/107/1/si/w/si-02-033.mp3,不要緊、沒關係,這滿無考好毋怕啦，下二擺加油就好。,https://wiki.hakka.gov.tw/file/107/1/si/s/si-02-033s.mp3,這次沒考好不要緊啦，下次加油就好。,,副詞,,2心理活動與感覺
2-34,毋識,mˇ  siidˋ,https://wiki.hakka.gov.tw/file/107/1/si/w/si-02-034.mp3,不認得；不曾,"十過年正見一到，這下佢毋識你哩（吔）。
食恁遽做麼个？毋識食過係無？",https://wiki.hakka.gov.tw/file/107/1/si/s/si-02-034s.mp3,"十多年才見一次，現在他都不認得你了。
吃這麼快幹麼？不曾吃過嗎？",,動詞,副詞,2心理活動與感覺
2-35,毋知,mˇ diˊ,https://wiki.hakka.gov.tw/file/107/1/si/w/si-02-035.mp3,不知道,逐擺（每擺）就恁仔，搞到毋知好轉（歸）。,https://wiki.hakka.gov.tw/file/107/1/si/s/si-02-035s.mp3,每次都這樣，玩到不知道回家。,,動詞,,2心理活動與感覺
2-36,無愛,moˇ oi,https://wiki.hakka.gov.tw/file/107/1/si/w/si-02-036.mp3,不要,佢恁魯夫，無愛同佢尞較（過）好。,https://wiki.hakka.gov.tw/file/107/1/si/s/si-02-036s.mp3,他那麼粗魯，不要跟他玩比較好。,,動詞,,2心理活動與感覺
2-37,惱,nauˊ,https://wiki.hakka.gov.tw/file/107/1/si/w/si-02-037.mp3,討厭,佢盡惱黃蚻，尤其係會飛个,https://wiki.hakka.gov.tw/file/107/1/si/s/si-02-037s.mp3,他非常討厭蟑螂，尤其是會飛的。,,動詞,,2心理活動與感覺
2-38,忍,ngiunˊ,https://wiki.hakka.gov.tw/file/107/1/si/w/si-02-038.mp3,忍,你斯愛忍等。,https://wiki.hakka.gov.tw/file/107/1/si/s/si-02-038s.mp3,你可要忍住。,,動詞,,2心理活動與感覺
2-39,餓,ngo,https://wiki.hakka.gov.tw/file/107/1/si/w/si-02-039.mp3,餓,"就算日仔苦，乜毋會分你餓着。
兩三日無食東西，佢就餓死。",https://wiki.hakka.gov.tw/file/107/1/si/s/si-02-039s.mp3,"就算日子苦，也不會讓你挨餓。
兩三天沒吃東西，他就餓死。",,動詞,,2心理活動與感覺
2-40,愛,oi,https://wiki.hakka.gov.tw/file/107/1/si/w/si-02-040.mp3,要；喜歡、愛,正餐愛食飽，莫緊食點心。,https://wiki.hakka.gov.tw/file/107/1/si/s/si-02-040s.mp3,正餐要吃飽，不要一直吃點心。,,動詞,,2心理活動與感覺
