編號,客家語,客語標音,客語音檔,華語詞義,例句,例句音檔,翻譯,備註,詞性1,詞性2,分類
5-38,急,gibˊ,https://wiki.hakka.gov.tw/file/107/1/zh/w/zh-05-038.mp3,急,時間猶真多，你毋使急！,https://wiki.hakka.gov.tw/file/107/1/zh/s/zh-05-038s.mp3,時間還很多，你不用著急！,,形容詞,,5抽象概念與形容
5-39,結果,giedˊ goo^,https://wiki.hakka.gov.tw/file/107/1/zh/w/zh-05-039.mp3,結果,昨日个面試，結果出來吂？,https://wiki.hakka.gov.tw/file/107/1/zh/s/zh-05-039s.mp3,昨天的面試，結果出來了嗎？,,動詞,名詞,5抽象概念與形容
5-40,簡單,gien^ danˇ,https://wiki.hakka.gov.tw/file/107/1/zh/w/zh-05-040.mp3,簡單,"這題目簡單到拄毋會核
這正經無恁簡單，你會用教𠊎無？",https://wiki.hakka.gov.tw/file/107/1/zh/s/zh-05-040s.mp3,"這題目簡單得不得了。
這真的沒那麼簡單，你可以教我嗎？",,形容詞,,5抽象概念與形容
5-41,金,gimˇ,https://wiki.hakka.gov.tw/file/107/1/zh/w/zh-05-041.mp3,亮,佢个鞋捽到真金。,https://wiki.hakka.gov.tw/file/107/1/zh/s/zh-05-041s.mp3,他的鞋子擦得很亮。,,名詞,,5抽象概念與形容
5-42,金金,gimˇ gimˇ,https://wiki.hakka.gov.tw/file/107/1/zh/w/zh-05-042.mp3,亮晶晶,"窗門逐日捽到金金。
這個細子目珠金金，真得人惜。",https://wiki.hakka.gov.tw/file/107/1/zh/s/zh-05-042s.mp3,"窗戶每天擦得亮晶晶。
這個小孩眼睛亮晶晶，很可愛。",,形容詞,,5抽象概念與形容
5-43,高,gooˇ,https://wiki.hakka.gov.tw/file/107/1/zh/w/zh-05-043.mp3,高,佢舊年猶細細隻，今年加高真多,https://wiki.hakka.gov.tw/file/107/1/zh/s/zh-05-043s.mp3,他去年還很矮小，他今年長高很多。,,形容詞,,5抽象概念與形容
5-44,光,gongˇ,https://wiki.hakka.gov.tw/file/107/1/zh/w/zh-05-044.mp3,明亮,便所火光光，麼儕無關莫？,https://wiki.hakka.gov.tw/file/107/1/zh/s/zh-05-044s.mp3,廁所燈亮著，誰沒關？,,形容詞,,5抽象概念與形容
5-45,狹,heebˋ,https://wiki.hakka.gov.tw/file/107/1/zh/w/zh-05-045.mp3,狹窄,這巷狹狹，單淨一輛車會得過,https://wiki.hakka.gov.tw/file/107/1/zh/s/zh-05-045s.mp3,這條巷子很窄，只有一臺車能過。,,形容詞,,5抽象概念與形容
5-46,鹹,heemˋ,https://wiki.hakka.gov.tw/file/107/1/zh/w/zh-05-046.mp3,鹹,豆油真鹹,https://wiki.hakka.gov.tw/file/107/1/zh/s/zh-05-046s.mp3,醬油很鹹。,,形容詞,,5抽象概念與形容
5-47,閒,heenˋ,https://wiki.hakka.gov.tw/file/107/1/zh/w/zh-05-047.mp3,閒、不忙碌,歸日閒閒在屋下，毋知討做麼个?,https://wiki.hakka.gov.tw/file/107/1/zh/s/zh-05-047s.mp3,整天在家閒閒沒事，不知道要做什麼？,,形容詞,,5抽象概念與形容
5-48,緪,anˋ,https://wiki.hakka.gov.tw/file/107/1/zh/w/zh-05-048.mp3,緊,"䌈緪來正毋會㪐去
這駁子手頭較緪",https://wiki.hakka.gov.tw/file/107/1/zh/s/zh-05-048s.mp3,"綁緊來才不會脫落。
這陣子手頭較緊。",,形容詞,,5抽象概念與形容
5-49,少年,shioo^ neenˋ,https://wiki.hakka.gov.tw/file/107/1/zh/w/zh-05-049.mp3,年輕,"𠊎个先生猶真少年
七少年八少年",https://wiki.hakka.gov.tw/file/107/1/zh/s/zh-05-049s.mp3,"我的老師還很年輕。
年紀輕輕地。",,形容詞,,5抽象概念與形容
5-50,形,hinˋ,https://wiki.hakka.gov.tw/file/107/1/zh/w/zh-05-050.mp3,形狀、形體,這隻箱个形係四角形,https://wiki.hakka.gov.tw/file/107/1/zh/s/zh-05-050s.mp3,這個箱子的形狀是四角形。,,名詞,,5抽象概念與形容
5-51,好,hoo^,https://wiki.hakka.gov.tw/file/107/1/zh/w/zh-05-051.mp3,良好,佢在學校表現真好,https://wiki.hakka.gov.tw/file/107/1/zh/s/zh-05-051s.mp3,他在學校表現很好。,,形容詞,,5抽象概念與形容
5-52,好食,hoo^ shiedˋ,https://wiki.hakka.gov.tw/file/107/1/zh/w/zh-05-052.mp3,好吃,這粄仰子會恁好食？,https://wiki.hakka.gov.tw/file/107/1/zh/s/zh-05-052s.mp3,這粄怎麼會那麼好吃？,,形容詞,,5抽象概念與形容
5-53,好勢,hoo^ she^,https://wiki.hakka.gov.tw/file/107/1/zh/w/zh-05-053.mp3,妥當,"佢手腳真緊，兩下半即做好勢啊！
處理到好勢好勢",https://wiki.hakka.gov.tw/file/107/1/zh/s/zh-05-053s.mp3,"他手腳很快，一下子就做好了！
處理得很妥當。",,形容詞,,5抽象概念與形容
5-54,好聽,hoo^ tenˇ,https://wiki.hakka.gov.tw/file/107/1/zh/w/zh-05-054.mp3,好聽,這條歌真好聽,https://wiki.hakka.gov.tw/file/107/1/zh/s/zh-05-054s.mp3,這首歌很好聽。,,形容詞,,5抽象概念與形容
5-55,意思,rhi^ su^,https://wiki.hakka.gov.tw/file/107/1/zh/w/zh-05-055.mp3,意思,"你這麼个意思？
這門親，䀴你意思仰子？
這篇文章真有意思",https://wiki.hakka.gov.tw/file/107/1/zh/s/zh-05-055s.mp3,"你這什麼意思？
這門親事，看你的意思如何。
這篇文章很有意思。",,名詞,,5抽象概念與形容
5-56,贏,rhiangˋ,https://wiki.hakka.gov.tw/file/107/1/zh/w/zh-05-056.mp3,贏,"佢贏啊！你輸啊！
你恁重，麼儕背會贏？",https://wiki.hakka.gov.tw/file/107/1/zh/s/zh-05-056s.mp3,"他贏了！你輸了！
你那麼重，誰背得動？",,動詞,,5抽象概念與形容
5-57,一兜,rhidˊ deuˇ,https://wiki.hakka.gov.tw/file/107/1/zh/w/zh-05-057.mp3,一點點,伸一兜定，你食莫好啊！,https://wiki.hakka.gov.tw/file/107/1/zh/s/zh-05-057s.mp3,剩一點點而已，你吃掉好了。,,副詞,,5抽象概念與形容
5-58,圓,bbienˋ,https://wiki.hakka.gov.tw/file/107/1/zh/w/zh-05-058.mp3,圓,圓桌,https://wiki.hakka.gov.tw/file/107/1/zh/s/zh-05-058s.mp3,圓桌。,,形容詞,,5抽象概念與形容
5-59,幼,rhiu^,https://wiki.hakka.gov.tw/file/107/1/zh/w/zh-05-059.mp3,細,"你个手恁幼，可能會真好命
這尾魚有幼竻，討食遐下愛注意",https://wiki.hakka.gov.tw/file/107/1/zh/s/zh-05-059s.mp3,"你的手那麼細嫩，也許很好命。
這條魚有細骨，吃的時候要小心。",,形容詞,,5抽象概念與形容
5-60,有閒,rhiuˇ heenˋ,https://wiki.hakka.gov.tw/file/107/1/zh/w/zh-05-060.mp3,有空,有閒來尞！,https://wiki.hakka.gov.tw/file/107/1/zh/s/zh-05-060s.mp3,有空來玩！,,副詞,,5抽象概念與形容
5-61,有路用,rhiuˇ lu rhung,https://wiki.hakka.gov.tw/file/107/1/zh/w/zh-05-061.mp3,有用、懂事,厥後生正經真有路用,https://wiki.hakka.gov.tw/file/107/1/zh/s/zh-05-061s.mp3,他的兒子真的很懂事。,,副詞,,5抽象概念與形容
5-62,有名,rhiuˇ miangˋ,https://wiki.hakka.gov.tw/file/107/1/zh/w/zh-05-062.mp3,有名,這間店真有名,https://wiki.hakka.gov.tw/file/107/1/zh/s/zh-05-062s.mp3,這間店很有名。,,形容詞,,5抽象概念與形容
5-63,尖,ziamˇ,https://wiki.hakka.gov.tw/file/107/1/zh/w/zh-05-063.mp3,擁擠、擠；尖銳,"車底真尖，討落車个時攏尖毋得出
過年去哪位攏人尖人
刀尖尖，你即愛擎好",https://wiki.hakka.gov.tw/file/107/1/zh/s/zh-05-063s.mp3,"車上很擁擠，要下車時擠到出不去。
過年去到哪裡都人擠人。
刀子很尖銳，你要拿好。",,形容詞,,5抽象概念與形容
5-64,靚,ziangˇ,https://wiki.hakka.gov.tw/file/107/1/zh/w/zh-05-064.mp3,漂亮,"佢个字寫到真靚
阿妹生到足靚，真多人佮意佢",https://wiki.hakka.gov.tw/file/107/1/zh/s/zh-05-064s.mp3,"他的字寫得很漂亮。
妹妹長得很漂亮，很多人喜歡她。",,形容詞,,5抽象概念與形容
5-65,精,zinˇ,https://wiki.hakka.gov.tw/file/107/1/zh/w/zh-05-065.mp3,聰明,這個細子真精,https://wiki.hakka.gov.tw/file/107/1/zh/s/zh-05-065s.mp3,這個小孩很聰明。,,形容詞,,5抽象概念與形容
5-66,怪奇,guai^　kiˋ,https://wiki.hakka.gov.tw/file/107/1/zh/w/zh-05-066.mp3,奇怪,仰子會有恁怪奇个事情？,https://wiki.hakka.gov.tw/file/107/1/zh/s/zh-05-066s.mp3,怎麼會有這麼奇怪的事情？,,形容詞,,5抽象概念與形容
5-67,奇妙,kiˋ mio ,https://wiki.hakka.gov.tw/file/107/1/zh/w/zh-05-067.mp3,奇妙,這個發明實在真奇妙,https://wiki.hakka.gov.tw/file/107/1/zh/s/zh-05-067s.mp3,這發明實在很奇妙。,,形容詞,,5抽象概念與形容
5-68,慶,kiang^,https://wiki.hakka.gov.tw/file/107/1/zh/w/zh-05-068.mp3,厲害、能幹,逐擺都考頭名，實在真慶,https://wiki.hakka.gov.tw/file/107/1/zh/s/zh-05-068s.mp3,次次考第一名，實在很厲害。,,形容詞,,5抽象概念與形容
5-69,輕,kiangˇ,https://wiki.hakka.gov.tw/file/107/1/zh/w/zh-05-069.mp3,輕,輕輕仔囥，莫恁大力,https://wiki.hakka.gov.tw/file/107/1/zh/s/zh-05-069s.mp3,輕輕地放，不要那麼大力。,,形容詞,,5抽象概念與形容
5-70,舊,kiu ,https://wiki.hakka.gov.tw/file/107/1/zh/w/zh-05-070.mp3,舊,佢真省，一雙鞋對新著到舊,https://wiki.hakka.gov.tw/file/107/1/zh/s/zh-05-070s.mp3,他很節省，一雙鞋從新穿到舊。,,形容詞,,5抽象概念與形容
5-71,共款,kung kuan^,https://wiki.hakka.gov.tw/file/107/1/zh/w/zh-05-071.mp3,一樣,這兩個杯䀴起來共款共款,https://wiki.hakka.gov.tw/file/107/1/zh/s/zh-05-071s.mp3,這兩個杯子看起來一模一樣。,,形容詞,,5抽象概念與形容
5-72,困難,kun^ nanˋ,https://wiki.hakka.gov.tw/file/107/1/zh/w/zh-05-072.mp3,困難,堵着困難，毋好恁會哼！,https://wiki.hakka.gov.tw/file/107/1/zh/s/zh-05-072s.mp3,遇到困難，不要那麼會抱怨。,,形容詞,名詞,5抽象概念與形容
5-73,罅,la  ,https://wiki.hakka.gov.tw/file/107/1/zh/w/zh-05-073.mp3,足夠,葫頭囥一半即罅啊！,https://wiki.hakka.gov.tw/file/107/1/zh/s/zh-05-073s.mp3,蒜頭放一半就夠了。,,形容詞,,5抽象概念與形容
5-74,薟,hiamˇ,https://wiki.hakka.gov.tw/file/107/1/zh/w/zh-05-074.mp3,辣,薟椒真薟,https://wiki.hakka.gov.tw/file/107/1/zh/s/zh-05-074s.mp3,辣椒很辣。,,形容詞,,5抽象概念與形容
5-75,爛,lan ,https://wiki.hakka.gov.tw/file/107/1/zh/w/zh-05-075.mp3,破,"這麼个褲？一扯即爛去
碗得佢打爛去",https://wiki.hakka.gov.tw/file/107/1/zh/s/zh-05-075s.mp3,"這什麼褲子？一扯就破掉。
碗被他打破。",,動詞,,5抽象概念與形容
5-76,懶尸,nanˇ shiˇ,https://wiki.hakka.gov.tw/file/107/1/zh/w/zh-05-076.mp3,懶惰,無做事，會愈尞愈懶尸,https://wiki.hakka.gov.tw/file/107/1/zh/s/zh-05-076s.mp3,不工作，會越玩越懶惰。,,形容詞,,5抽象概念與形容
5-77,懶,nanˇ,https://wiki.hakka.gov.tw/file/107/1/zh/w/zh-05-077.mp3,懶,佢破病，歸日感覺人懶懶,https://wiki.hakka.gov.tw/file/107/1/zh/s/zh-05-077s.mp3,他生病，整天覺得懶洋洋的。,,形容詞,,5抽象概念與形容
5-78,冷,lenˇ,https://wiki.hakka.gov.tw/file/107/1/zh/w/zh-05-078.mp3,冷、涼,"冷飯
冷水",https://wiki.hakka.gov.tw/file/107/1/zh/s/zh-05-078s.mp3,"冷飯。
冷水。",,形容詞,,5抽象概念與形容
5-79,厲害,li  hoi ,https://wiki.hakka.gov.tw/file/107/1/zh/w/zh-05-079.mp3,厲害,"你仰子會恁厲害？
果子个價數起到真厲害",https://wiki.hakka.gov.tw/file/107/1/zh/s/zh-05-079s.mp3,"你怎麼會這麼厲害？
水果的價格漲得很厲害。",,形容詞,,5抽象概念與形容
5-80,涼,liongˋ,https://wiki.hakka.gov.tw/file/107/1/zh/w/zh-05-080.mp3,涼,外頭真涼，會用去禾坪坐尞,https://wiki.hakka.gov.tw/file/107/1/zh/s/zh-05-080s.mp3,外面很涼，可以去院子坐著聊天。,,形容詞,,5抽象概念與形容
5-81,老,loo^,https://wiki.hakka.gov.tw/file/107/1/zh/w/zh-05-081.mp3,舊的；年紀大的、年長的,"佢个老屋得阿公賣莫。
厥爸真老啊正降着佢一個後生。",https://wiki.hakka.gov.tw/file/107/1/zh/s/zh-05-081s.mp3,"他的老家被爺爺賣掉了。
他爸爸年紀很大了才生了他這麼一個兒子。",,形容詞,,5抽象概念與形容
5-82,老實,loo^ shidˋ,https://wiki.hakka.gov.tw/file/107/1/zh/w/zh-05-082.mp3,老實；誠實,"佢人真老實，你會用信用佢
老實拁你講，𠊎真慼佢",https://wiki.hakka.gov.tw/file/107/1/zh/s/zh-05-082s.mp3,"他做人很老實，你可以相信他。
跟你說實話，我很討厭他。",,形容詞,,5抽象概念與形容
5-83,老鼠色（火灰色、普色）,loo^ chi^ sedˊ (foo^ fueˇ sedˊ、pu^ sedˊ),https://wiki.hakka.gov.tw/file/107/1/zh/w/zh-05-083.mp3,灰色,象个色係老鼠色,https://wiki.hakka.gov.tw/file/107/1/zh/s/zh-05-083s.mp3,大象的顏色是灰色。,,名詞,,5抽象概念與形容
5-84,毋著,mˋ choo,https://wiki.hakka.gov.tw/file/107/1/zh/w/zh-05-084.mp3,不對、不正確,這字寫毋著啊！,https://wiki.hakka.gov.tw/file/107/1/zh/s/zh-05-084s.mp3,這字寫錯了！,,形容詞,,5抽象概念與形容
5-85,毋好,mˋ hoo^,https://wiki.hakka.gov.tw/file/107/1/zh/w/zh-05-085.mp3,不好；不可以、不要,愛佮人好好尞，毋好冤家,https://wiki.hakka.gov.tw/file/107/1/zh/s/zh-05-085s.mp3,要跟人好好相處，不要吵架。,,形容詞,,5抽象概念與形容
5-86,毋見去,mˋ gien kui^,https://wiki.hakka.gov.tw/file/107/1/zh/w/zh-05-086.mp3,不見（了）,佢个手機毋見去啊！,https://wiki.hakka.gov.tw/file/107/1/zh/s/zh-05-086s.mp3,他的手機不見了！,,形容詞,短語,5抽象概念與形容
5-87,毋罅,mˋ la ,https://wiki.hakka.gov.tw/file/107/1/zh/w/zh-05-087.mp3,不足,這錢正一兜仔，毋罅佢用,https://wiki.hakka.gov.tw/file/107/1/zh/s/zh-05-087s.mp3,這錢才一點點，不夠他花費。,,形容詞,,5抽象概念與形容
5-88,毋會,mˋ moi,https://wiki.hakka.gov.tw/file/107/1/zh/w/zh-05-088.mp3,不會,麼个攏毋會，實在苦憐！,https://wiki.hakka.gov.tw/file/107/1/zh/s/zh-05-088s.mp3,什麼都不會，實在可憐！,,動詞,,5抽象概念與形容
5-89,麻煩,maˋ fanˋ,https://wiki.hakka.gov.tw/file/107/1/zh/w/zh-05-089.mp3,麻煩,自家做會到即自家來，莫直直麻煩人,https://wiki.hakka.gov.tw/file/107/1/zh/s/zh-05-089s.mp3,自己能做就自己來，不要一直麻煩別人。,,動詞,形容詞,5抽象概念與形容
5-90,慢,meen,https://wiki.hakka.gov.tw/file/107/1/zh/w/zh-05-090.mp3,緩慢,走恁緊做麼个？慢慢子行即好,https://wiki.hakka.gov.tw/file/107/1/zh/s/zh-05-090s.mp3,跑那麼快幹麼？慢慢走就好。,,形容詞,,5抽象概念與形容
5-91,無法度,moˋ fadˊ tu,https://wiki.hakka.gov.tw/file/107/1/zh/w/zh-05-091.mp3,沒辦法,後個月个會議，𠊎無法度參加,https://wiki.hakka.gov.tw/file/107/1/zh/s/zh-05-091s.mp3,下個月的會議，我沒辦法參加。,,副詞,,5抽象概念與形容
5-92,無閒,moˋ heenˋ,https://wiki.hakka.gov.tw/file/107/1/zh/w/zh-05-092.mp3,沒空、忙碌,過年時務十分無閒,https://wiki.hakka.gov.tw/file/107/1/zh/s/zh-05-092s.mp3,過年期間非常忙碌。,,形容詞,,5抽象概念與形容
5-93, 無影,moˋ rhiang^,https://wiki.hakka.gov.tw/file/107/1/zh/w/zh-05-093.mp3,沒這回事,無影啦！莫烏白講,https://wiki.hakka.gov.tw/file/107/1/zh/s/zh-05-093s.mp3,沒這回事啦！不要亂講。,,形容詞,,5抽象概念與形容
5-94,無用（無路用）,moˋ rhung (moˋ lu rhung),https://wiki.hakka.gov.tw/file/107/1/zh/w/zh-05-094.mp3,沒用,無用个物件即擊莫，留个做麼个？,https://wiki.hakka.gov.tw/file/107/1/zh/s/zh-05-094s.mp3,沒用的東西就丟掉，留著做什麼？,,形容詞,,5抽象概念與形容
5-95,無共,moˋ kung,https://wiki.hakka.gov.tw/file/107/1/zh/w/zh-05-095.mp3,不同,兩兄弟性地無共,https://wiki.hakka.gov.tw/file/107/1/zh/s/zh-05-095s.mp3,兩兄弟性格不一樣。,,形容詞,,5抽象概念與形容
5-96,問題,mun teˋ,https://wiki.hakka.gov.tw/file/107/1/zh/w/zh-05-096.mp3,問題,"你个問題仰子恁多？
交得𠊎！定著無問題",https://wiki.hakka.gov.tw/file/107/1/zh/s/zh-05-096s.mp3,"你問題怎麼這麼多？
交給我！一定沒問題。",,名詞,,5抽象概念與形容
5-97,耐心,nai  simˇ,https://wiki.hakka.gov.tw/file/107/1/zh/w/zh-05-097.mp3,耐心,佢這個人真有耐心,https://wiki.hakka.gov.tw/file/107/1/zh/s/zh-05-097s.mp3,他這個人很有耐心。,,名詞,,5抽象概念與形容
5-98,難,nanˋ,https://wiki.hakka.gov.tw/file/107/1/zh/w/zh-05-098.mp3,困難,望佢哦？𠊎䀴即難啊！,https://wiki.hakka.gov.tw/file/107/1/zh/s/zh-05-098s.mp3,指望他哦？我看就困難了！,,形容詞,,5抽象概念與形容
5-99,否䀴（歹䀴）,painn^ ngiang^,https://wiki.hakka.gov.tw/file/107/1/zh/w/zh-05-099.mp3,難看,你仰子面色恁否䀴（歹䀴）呢？,https://wiki.hakka.gov.tw/file/107/1/zh/s/zh-05-099s.mp3,你的臉色怎麼這麼難看呢？,,形容詞,,5抽象概念與形容
5-100,鬧熱,nau ngiedˋ,https://wiki.hakka.gov.tw/file/107/1/zh/w/zh-05-100.mp3,熱鬧,過年過節，市場內底真鬧熱,https://wiki.hakka.gov.tw/file/107/1/zh/s/zh-05-100s.mp3,逢年過節，市場裡很熱鬧！,,形容詞,,5抽象概念與形容
5-101,丁,dingˇ,https://wiki.hakka.gov.tw/file/107/1/zh/w/zh-05-101.mp3,硬,糖真丁，阿媽咬毋會贏,https://wiki.hakka.gov.tw/file/107/1/zh/s/zh-05-101s.mp3,糖果很硬，祖母咬不動。,,形容詞,,5抽象概念與形容
5-102,月曆,ngiedˋ ledˋ,https://wiki.hakka.gov.tw/file/107/1/zh/w/zh-05-102.mp3,月曆,阿姨會在月曆面上記事情,https://wiki.hakka.gov.tw/file/107/1/zh/s/zh-05-102s.mp3,阿姨會在月曆上記事情。,,名詞,,5抽象概念與形容
5-103,熱,ngiedˋ,https://wiki.hakka.gov.tw/file/107/1/zh/w/zh-05-103.mp3,熱,天氣十分熱，真想討食冰！,https://wiki.hakka.gov.tw/file/107/1/zh/s/zh-05-103s.mp3,天氣非常熱，很想吃冰！,,形容詞,,5抽象概念與形容
5-104,認真,ngin zhinˇ,https://wiki.hakka.gov.tw/file/107/1/zh/w/zh-05-104.mp3,認真,讀書愛認真,https://wiki.hakka.gov.tw/file/107/1/zh/s/zh-05-104s.mp3,讀書要認真。,,形容詞,動詞,5抽象概念與形容
5-105,軟,ngienˇ,https://wiki.hakka.gov.tw/file/107/1/zh/w/zh-05-105.mp3,軟,粢真軟，真好食,https://wiki.hakka.gov.tw/file/107/1/zh/s/zh-05-105s.mp3,麻糬很軟，很好吃。,,形容詞,,5抽象概念與形容
5-106,危險,nguiˋ hiam^,https://wiki.hakka.gov.tw/file/107/1/zh/w/zh-05-106.mp3,危險,這頭路真危險，你敢猶討做？,https://wiki.hakka.gov.tw/file/107/1/zh/s/zh-05-106s.mp3,這工作很危險，你還要做嗎？,,形容詞,,5抽象概念與形容
5-107,屙糟（垃圾）,ooˇ zooˇ (la^ sabˊ),https://wiki.hakka.gov.tw/file/107/1/zh/w/zh-05-107.mp3,骯髒,便所恁屙糟，愛鑢鑢个,https://wiki.hakka.gov.tw/file/107/1/zh/s/zh-05-107s.mp3,廁所那麼骯髒，要刷一刷。,,形容詞,,5抽象概念與形容
5-108,惡,ooˊ,https://wiki.hakka.gov.tw/file/107/1/zh/w/zh-05-108.mp3,兇,"這隻狗真惡，你愛閃較遠兜！
惡人無膽",https://wiki.hakka.gov.tw/file/107/1/zh/s/zh-05-108s.mp3,"這隻狗很凶，你要離遠一點！
惡人無膽。",,形容詞,,5抽象概念與形容
5-109,安全,onˇ cienˋ,https://wiki.hakka.gov.tw/file/107/1/zh/w/zh-05-109.mp3,安全,"騎車愛記得戴安全帽
注意安全",https://wiki.hakka.gov.tw/file/107/1/zh/s/zh-05-109s.mp3,"騎車要記得戴安全帽。
注意安全。",,形容詞,,5抽象概念與形容
5-110,白,pa,https://wiki.hakka.gov.tw/file/107/1/zh/w/zh-05-110.mp3,白,白色,https://wiki.hakka.gov.tw/file/107/1/zh/s/zh-05-110s.mp3,白色。,,形容詞,,5抽象概念與形容
5-111,辦法,peen fadˊ,https://wiki.hakka.gov.tw/file/107/1/zh/w/zh-05-111.mp3,辦法,這愛想一個辦法來解決,https://wiki.hakka.gov.tw/file/107/1/zh/s/zh-05-111s.mp3,這要想個辦法來解決。,,名詞,,5抽象概念與形容
5-112,肥,puiˋ,https://wiki.hakka.gov.tw/file/107/1/zh/w/zh-05-112.mp3,肥、胖；油膩,"這豬肉真肥，阿爸較無愛
恁久無䀴着佢，有較肥啊！",https://wiki.hakka.gov.tw/file/107/1/zh/s/zh-05-112s.mp3,"這豬肉很肥，爸爸比較不喜歡。
這麼久沒看到他，有比較胖了！",,形容詞,,5抽象概念與形容
5-113,平,piangˋ,https://wiki.hakka.gov.tw/file/107/1/zh/w/zh-05-113.mp3,平坦,這裡个路較平,https://wiki.hakka.gov.tw/file/107/1/zh/s/zh-05-113s.mp3,這邊的路比較平坦。,,形容詞,,5抽象概念與形容
5-114,平等,piangˋ den^,https://wiki.hakka.gov.tw/file/107/1/zh/w/zh-05-114.mp3,平等,逐儕人攏係平等个,https://wiki.hakka.gov.tw/file/107/1/zh/s/zh-05-114s.mp3,每個人都是平等的。,,形容詞,,5抽象概念與形容
5-115,薄,poo,https://wiki.hakka.gov.tw/file/107/1/zh/w/zh-05-115.mp3,薄,這領衫恁薄，敢會燒?,https://wiki.hakka.gov.tw/file/107/1/zh/s/zh-05-115s.mp3,這件衣服這麼薄，會暖嗎？,,形容詞,,5抽象概念與形容
5-116,部分,pu fun,https://wiki.hakka.gov.tw/file/107/1/zh/w/zh-05-116.mp3,部分,一部分係佢个,https://wiki.hakka.gov.tw/file/107/1/zh/s/zh-05-116s.mp3,一部分是他的。,,副詞,,5抽象概念與形容
5-117,賁,punˇ,https://wiki.hakka.gov.tw/file/107/1/zh/w/zh-05-117.mp3,厚,"佢這個人面皮賁，毋驚人講！
著較賁兜",https://wiki.hakka.gov.tw/file/107/1/zh/s/zh-05-117s.mp3,"他這個人臉皮厚，不怕人家說閒話！
穿厚一點。",,形容詞,,5抽象概念與形容
5-118,萋,cinnˇ,https://wiki.hakka.gov.tw/file/107/1/zh/w/zh-05-118.mp3,新鮮,魚若係萋，儘採料理嘛好食,https://wiki.hakka.gov.tw/file/107/1/zh/s/zh-05-118s.mp3,魚若新鮮，隨便烹煮也好吃。,,形容詞,,5抽象概念與形容
5-119,斜,ciaˋ,https://wiki.hakka.gov.tw/file/107/1/zh/w/zh-05-119.mp3,斜,學校斜對面有一間西藥店,https://wiki.hakka.gov.tw/file/107/1/zh/s/zh-05-119s.mp3,學校斜對面有一間藥局。,,形容詞,,5抽象概念與形容
5-120,儘採,cin^ cai^,https://wiki.hakka.gov.tw/file/107/1/zh/w/zh-05-120.mp3,隨便,菜真多，儘採你食,https://wiki.hakka.gov.tw/file/107/1/zh/s/zh-05-120s.mp3,菜很多，隨便你吃。,,副詞,,5抽象概念與形容
5-121,情形,cinˋ hinˋ,https://wiki.hakka.gov.tw/file/107/1/zh/w/zh-05-121.mp3,情形,這下係麼个情形？,https://wiki.hakka.gov.tw/file/107/1/zh/s/zh-05-121s.mp3,現在是什麼情形？,,名詞,,5抽象概念與形容
5-122,打拚,da^ biang^,https://wiki.hakka.gov.tw/file/107/1/zh/w/zh-05-122.mp3,努力、勤奮,打拚趁錢,https://wiki.hakka.gov.tw/file/107/1/zh/s/zh-05-122s.mp3,努力賺錢。,,形容詞,,5抽象概念與形容
5-123,省,sang^,https://wiki.hakka.gov.tw/file/107/1/zh/w/zh-05-123.mp3,節省,"你自家講！省得𠊎出手
佢真省，毋盼得買來食",https://wiki.hakka.gov.tw/file/107/1/zh/s/zh-05-123s.mp3,"你自己講！省得我出手。
他很節省，捨不得買來吃。",,形容詞,,5抽象概念與形容
5-124,細,se^,https://wiki.hakka.gov.tw/file/107/1/zh/w/zh-05-124.mp3,小,罐傷細，提較大個个來！,https://wiki.hakka.gov.tw/file/107/1/zh/s/zh-05-124s.mp3,罐子太小，拿比較大的來！,,形容詞,,5抽象概念與形容
5-125,色,sedˊ,https://wiki.hakka.gov.tw/file/107/1/zh/w/zh-05-125.mp3,顏色,"豬肝色
粉紅色",https://wiki.hakka.gov.tw/file/107/1/zh/s/zh-05-125s.mp3,"棕色。
粉紅色。",,名詞,,5抽象概念與形容
5-126,心色,simˇ sedˊ,https://wiki.hakka.gov.tw/file/107/1/zh/w/zh-05-126.mp3,有趣,這故事真心色,https://wiki.hakka.gov.tw/file/107/1/zh/s/zh-05-126s.mp3,這故事很有趣。,,形容詞,,5抽象概念與形容
5-127,少,shioo^,https://wiki.hakka.gov.tw/file/107/1/zh/w/zh-05-127.mp3,少,這站趁較少，愛較儉一兜！,https://wiki.hakka.gov.tw/file/107/1/zh/s/zh-05-127s.mp3,這陣子賺比較少錢，要省一點！,,形容詞,,5抽象概念與形容
5-128,燒,shiooˇ,https://wiki.hakka.gov.tw/file/107/1/zh/w/zh-05-128.mp3,燙；加熱；燃燒,這滾水真燒，愛歕歕个正啉。,https://wiki.hakka.gov.tw/file/107/1/zh/s/zh-05-128s.mp3,這熱水很燙，要吹一吹再喝。,,形容詞,動詞,5抽象概念與形容
5-129,燒暖,shiooˇ nonˇ,https://wiki.hakka.gov.tw/file/107/1/zh/w/zh-05-129.mp3,暖和,"湯燒燒，啉落去真燒暖
衫褲著較多正燒暖",https://wiki.hakka.gov.tw/file/107/1/zh/s/zh-05-129s.mp3,"湯熱熱的，喝下去很暖和。
衣服穿多一點才暖和。",,形容詞,,5抽象概念與形容
5-130,世界,she^ gai^/goi^,https://wiki.hakka.gov.tw/file/107/1/zh/w/zh-05-130.mp3,世界,全世界,https://wiki.hakka.gov.tw/file/107/1/zh/s/zh-05-130s.mp3,全世界,,名詞,,5抽象概念與形容
